seasonType,eventId,keyEventOrder,playId,keyEventTypeId,period,clockValue,clockDisplayValue,scoringPlay,shootout,keyEventText,keyEventShortText,teamId,goalPositionX,goalPositionY,fieldPositionX,fieldPositionY,fieldPosition2X,fieldPosition2Y,participantOrder,athleteId,updateDateTime
13724,758571,1,46282410,70,1,1680,28',1,0,Gabby Hollar (Perth Glory) Goal at 28',Gabby Hollar Goal,20282,0.0,0.0,0.0,0.0,0.0,0.0,1,293935,2025-11-01 05:17:51
13724,758571,2,46282419,70,2,2820,47',1,0,Rola Badawiya (Perth Glory) Goal at 47',Rola Badawiya Goal,20282,0.0,0.0,0.0,0.0,0.0,0.0,1,262668,2025-11-01 05:17:51
13724,758571,3,46282421,70,2,3060,51',1,0,Ella Buchanan (Western Sydney ) Goal at 51',Ella Buchanan Goal,20283,0.0,0.0,0.0,0.0,0.0,0.0,1,380542,2025-11-01 05:17:51
13724,758571,4,46282422,70,2,3120,52',1,0,Gabby Hollar (Perth Glory) Goal at 52',Gabby Hollar Goal,20282,0.0,0.0,0.0,0.0,0.0,0.0,1,293935,2025-11-01 05:17:51
13724,758571,5,46282424,76,2,3360,56',0,0,Sarah O'Donoghue (Perth Glory) Substitution at 56',Sarah O'Donoghue Substitution,20282,0.0,0.0,0.0,0.0,0.0,0.0,1,374358,2025-11-01 05:17:51
13724,758571,5,46282424,76,2,3360,56',0,0,Sarah O'Donoghue (Perth Glory) Substitution at 56',Sarah O'Donoghue Substitution,20282,0.0,0.0,0.0,0.0,0.0,0.0,2,293935,2025-11-01 05:17:51
13724,758571,6,46282425,76,2,3420,57',0,0,Bronte Trew (Perth Glory) Substitution at 57',Bronte Trew Substitution,20282,0.0,0.0,0.0,0.0,0.0,0.0,1,393890,2025-11-01 05:17:51
13724,758571,6,46282425,76,2,3420,57',0,0,Bronte Trew (Perth Glory) Substitution at 57',Bronte Trew Substitution,20282,0.0,0.0,0.0,0.0,0.0,0.0,2,300524,2025-11-01 05:17:51
13724,758571,7,46282426,76,2,3720,62',0,0,Nikkita Fazzari (Western Sydney ) Substitution at 62',Nikkita Fazzari Substitution,20283,0.0,0.0,0.0,0.0,0.0,0.0,1,414113,2025-11-01 05:17:51
13724,758571,8,46282427,76,2,3720,62',0,0,Olivia Price (Western Sydney ) Substitution at 62',Olivia Price Substitution,20283,0.0,0.0,0.0,0.0,0.0,0.0,1,292977,2025-11-01 05:17:51
